DocumentType,DocumentTitle,Abstract,Author,Editor,BookAuthors,PublicationName,Publisher,PublicationYear,PrintedPublicationYear,PublisherCity,Volume,Issue,StartPage,EndPage,BookTitle,BookSeriesTitle,Descriptors,PMID,ID,Correspondence,ISSN,ISBN,DOI
"Journal Article","How cohabitation, marriage, separation, and divorce influence BMI: A prospective panel study.","Objective: This study examines how changes in cohabitation or marital status affect Body Mass Index (BMI) over time in a large representative sample. Method: Participants were 20,950 individuals (50% female; 19 to 100 years), representative of the German population, who provided 81,926 observations over 16 years. Face-to-face interviews were used to obtain demographic data, including cohabitation and marital status, height, body weight, and weight-relevant behaviors (exercise, healthy eating, and smoking). Control variables included age, notable changes in status (life events such as having children or change in employment status), perceived stress, and subjective health. Results: Cohabitation led to significant weight gain in men and women—after four years or longer, about twice the gain associated with marriage (controlling for weight-related behaviors, age, children, employment, stress, and health). BMI after separation was largely comparable to BMI before starting cohabitation; women lost some weight in the first year, men gained some weight after four or more years of separation. Divorce generally predicted weight gain. Changes in exercise, healthy eating, and smoking did not attenuate the effect of changes in relationship status on BMI. Conclusions: This is among the first longitudinal studies to directly compare the effects of key changes in relationship status on BMI. The findings extend and qualify previous results by showing that the benefits of marriage or cohabitation do not necessarily include a healthier BMI. They also suggest that relationship transitions—particularly moving in with a partner and divorce—may be important time windows for weight gain prevention. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Mata, Jutta;Richter, David;Schneider, Thorsten;Hertwig, Ralph","","","","American Psychological Association","2018","","US","37","10","948","958","","","*Body Mass Index;  *Cohabitation;  *Eating Behavior;  *Exercise;  *Marital Status; Body Height; Body Weight; Divorce; Marriage; Test Construction; Tobacco Smoking; Weight Gain","","2018-46854-007","Mata, Jutta: Department of Social Sciences, University of Mannheim, L13, 17, Mannheim, Germany, 68131, mata@uni-mannheim.de","1930-7810(Electronic);0278-6133(Print)","","https://doi.org/10.1037/hea0000654"
"Journal Article","Health behavior models for informing digital technology interventions for individuals with mental illness.","Objective: Theoretical models offer valuable insights for designing effective and sustainable behavioral health interventions, yet the application of theory for informing digital technology interventions for people with mental illness has received limited attention. We offer a perspective on the importance of applying behavior theories and models to developing digital technology interventions for addressing mental and physical health concerns among people with mental illness. Method: In this commentary, we summarize prominent theories of human behavior, highlight key theoretical constructs, and identify opportunities to inform digital health interventions for people with mental illness. We consider limitations with existing theories and models, and examine recent theoretical advances that can specifically guide development of digital technology interventions. Results: Established behavioral frameworks including health belief model, theory of planned behavior, transtheoretical model, and social cognitive theory consist of important and overlapping constructs that can inform digital health interventions for people with mental illness. As digital technologies continue to evolve and enable longitudinal data collection, real-time behavior monitoring, and adaptive features tailored to users’ changing needs over time, there are new opportunities to broaden our understanding of health behaviors and mechanisms of behavior change. Recent advances include dynamic models of behavior, persuasive system design, the behavioral intervention technology model, and behavioral models for just-in-time adaptive interventions. Conclusion and Implications for Practice: Behavior theories offer advantages for guiding use of digital technologies. Future researchers must explore how theoretical models can effectively advance efforts to develop, evaluate, and disseminate digital health interventions targeting individuals with mental illness. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Naslund, John A.;Aschbrenner, Kelly A.;Kim, Sunny Jung;McHugo, Gregory J.;Unützer, Jürgen;Bartels, Stephen J.;Marsch, Lisa A.","","","","Educational Publishing Foundation","2017","","US","40","3","325","335","","","*Health Care Psychology;  *Mental Disorders;  *Models;  *Technology; Behavior Change; Health Attitudes; Health Behavior; Intervention; Social Cognition; Theories; Reasoned Action; Transtheoretical Model","28182469","2017-05877-001","Naslund, John A.: 46 Centerra Parkway, Lebanon, NH, US, 03766, john.a.naslund@gmail.com","1559-3126(Electronic);1095-158X(Print)","978-1-4338-9118-2","https://doi.org/10.1037/prj0000246"
"Journal Article","Immediate and long-term efficacy of executive functions cognitive training in older adults: A systematic review and meta-analysis.","There has been growing interest in enhancing cognition in older adulthood via computerized cognitive training (CCT), though, there is controversy surrounding the efficacy of CCT in promoting improvements to functional everyday activities. As core executive-functions (EFs)—cognitive-flexibility, inhibition, working memory—are applicable to most aspects of daily living, CCT targeting these processes would likely promote gains on trained tasks, and potentially on similar untrained tasks (near-transfer), and general cognitive performance (far-transfer). We report two meta-analyses investigating the immediate (pretest to posttest) and long-term efficacy (pretest to follow-up) of core-EF CCT in improving cognition among older adults. Sixty-four studies (encompassing 3,594 participants) included an eligible CCT intervention targeting at least 1 core-EF (e.g., working memory training). Both immediate and long-term efficacy analyses revealed significant, large training effects for trained outcomes, and significant, small training effects for near-transfer and far-transfer outcomes. When comparing the same studies, effect sizes from immediate and long-term efficacy analyses were comparable, suggesting that CCT gains were maintained over time. Further analyses of immediate efficacy revealed significant, small training effects for performance on executive functioning, fluid intelligence, memory, and visuospatial domains, but not for attention or processing speed. After adjusting for publication bias, the training effect for fluid intelligence was nonsignificant, whereas processing speed was significant. It is recommended that future studies employ adaptive multidomain training as these studies were shown to produce significant training effects at each transfer level. Overall, core-EF CCT interventions show promise in promoting immediate and long-term improvements in cognitive performance among older adults. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Nguyen, Lan;Murphy, Karen;Andrews, Glenda","","","","American Psychological Association","2019","","US","145","7","698","733","","","*Aging;  *Cognitive Ability;  *Executive Function;  *Brain Training; Memory Training; Short Term Memory; Task; Fluid Intelligence; Cognitive Flexibility","30998045","2019-21481-001","Nguyen, Lan: School of Applied Psychology, Griffith University, Gold Coast Campus, Southport, QLD, Australia, 4222, lan.nguyen3@griffithuni.edu.au","1939-1455(Electronic);0033-2909(Print)","","https://doi.org/10.1037/bul0000196"
"Journal Article","Rapid-response behavioral triage for tics (RRBTT): A 2-week clinical case series.","Traditional behavioral treatments for tic disorders in youth require 8 sessions delivered over 10 weeks. Treatment duration represents a major barrier for patients and families, hinders direct comparisons between behavioral treatment and front line medication, and may motivate front line pharmacotherapy in place of behavioral interventions. The current case series describes an accelerated rapid-response behavioral triage for tics (RRBTT) and treatment outcomes. A retrospective chart review was conducted on clinically referred patients (n = 10). The RRBTT consisted of 8 sessions delivered over 2 weeks, with a 1-month booster and evaluation session. Primary outcome measures were completed by the therapist conjointly with the parent and child at baseline, 1 and 2 weeks after beginning treatment, and 1 month after completing treatment. On average, youth experienced significant reductions (17.9%) in the Yale Global Tic Severity Scale after 1 week of treatment and (40.8%) by the 2-week posttreatment assessment (effect size = .76). Posttreatment improvements in outcomes maintained at the 1-month follow-up with no additional treatment. Half of the patients (n = 5) were rated as treatment responders, with 4 additional patients rated as receiving some benefit. The current findings highlight the flexible administration of an accelerated behavioral treatment, suggesting that the RRBTT may be effective in treating children and adolescents with tic disorders. These preliminary findings suggest the need for large-scale randomized controlled trials of RRBTT. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Kennedy, Traci M.;Morris, Adam T.;Walkup, John T.;Barash, Marissa;Gettings, Julie Michael;Hankinson, Jessica;Reynolds, Elizabeth K.;Perry-Parrish, Carisa;Ostrander, Rick;Specht, Matt W.","","","","Educational Publishing Foundation","2016","","US","4","4","373","382","","","*Intervention;  *Tics; Tourette Syndrome","","2016-36692-001","Ostrander, Rick: Department of Psychiatry and Behavioral Sciences, Johns Hopkins University School of Medicine, 1800 Orleans Street, Bloomberg Children’s Center, Level 12, Baltimore, MD, US, 21287, rostrander1@jhmi.edu","2169-4834(Electronic);2169-4826(Print)","","https://doi.org/10.1037/cpp0000151"
"Journal Article","Mental sets in conduct problem youth with psychopathic features: Entity versus incremental theories of intelligence.","The purpose of the current study was to examine the effect of a motivational intervention on conduct problem youth with psychopathic features. Specifically, the current study examined conduct problem youths' mental set (or theory) regarding intelligence (entity vs. incremental) upon task performance. We assessed 36 juvenile offenders with psychopathic features and tested whether providing them with two different messages regarding intelligence would affect their functioning on a task related to academic performance. The study employed a MANOVA design with two motivational conditions and three outcomes including fluency, flexibility, and originality. Results showed that youth with psychopathic features who were given a message that intelligence grows over time, were more fluent and flexible than youth who were informed that intelligence is static. There were no significant differences between the groups in terms of originality. The implications of these findings are discussed including the possible benefits of interventions for adolescent offenders with conduct problems and psychopathic features. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Salekin, Randall T.;Lester, Whitney S.;Sellers, Mary-Kate","","","","Educational Publishing Foundation","2012","","US","36","4","283","292","","","*Adolescent Psychopathology;  *Behavior Problems;  *Juvenile Delinquency;  *Psychopathy;  *Treatment; Cognition; Intelligence; Personality Traits","22849414","2011-25683-001","Salekin, Randall T.: Department of Psychology, University of Alabama, Tuscaloosa, AL, US, 35487, rsalekin@bama.ua.edu","1573-661X(Electronic);0147-7307(Print)","","https://doi.org/10.1037/h0093971"
"Journal Article","Acculturative stress and coping strategies among Mainland Chinese university students in Hong Kong: A qualitative inquiry.","Despite the growing population of Mainland Chinese students at the local government-funded universities in Hong Kong, little is known about their acculturation experiences and psychosocial adjustment. Drawing on an acculturation framework (Berry, 2003) and theories of coping (Folkman, 1984), resilience (Masten, 2001), and socioecological processes (Bronfenbrenner & Morris, 2006), this article provides an in-depth account of acculturative stress and coping behaviors experienced by Mainland Chinese university students in Hong Kong. Using qualitative research methods, we conducted seven focus groups with a total of 32 Mainland Chinese students from a public university in Hong Kong over a 3-month period. Analytic strategy included identifying the unit of analysis, coding, sorting code, checking code, and creating salient themes. Findings suggested that Mainland Chinese university students faced acculturative stress stemming from “language barriers,” “prejudice and discrimination,” “cultural differences,” and “transport, food, and accommodation.” The study also found that the participants used a number of adaptive and maladaptive coping strategies in the face of acculturative stress. As an extension of this research, future studies should examine the subtle difference between a subculture (Hong Kong) and its mother culture (Mainland China) and how that affects acculturative stress. Implications of these findings are discussed at the levels of theory, policy, and practice. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Bhowmik, Miron Kumar;Cheung, Rebecca Y. M.;Hue, Ming Tak","","","","Educational Publishing Foundation","2018","","US","88","5","550","562","","","*Acculturation;  *College Students;  *Coping Behavior;  *Resilience (Psychological);  *Stress; Adjustment; Chinese Cultural Groups; Psychosocial Factors; Well Being","","2018-43158-002","Cheung, Rebecca Y. M.: Department of Early Childhood Education, Centre for Psychosocial Health, The Education University of Hong Kong, 10 Lo Ping Road, Tai Po, New Territories, Hong Kong, rymcheung@eduhk.hk","1939-0025(Electronic);0002-9432(Print)","","https://doi.org/10.1037/ort0000338"
"Journal Article","Youth-serving institutional resources and neighborhood safety: Ties with positive youth development.","Neighborhoods are critical contexts for adolescent development, but little attention has been paid to how neighborhood characteristics play a role in positive youth development (PYD), notably among predominantly African American youth. This study examined distinct features of the neighborhood, including youth-serving institutional resources (YSI) and safety, as they relate to PYD among adolescents from low-income neighborhoods in an urban setting (n = 491, 68.6% African American). Because neighborhood experiences during adolescence often differ based on gender, we also examined moderation by gender. Results from cross-sectional, multilevel data suggest that neighborhood safety, YSIs, and gender are differentially associated with indicators of PYD (i.e., hope, mastery, friend support). The pattern of results suggested that when associated with mastery, YSIs may compensate for low-safety neighborhoods for adolescent females but not males. In terms of associations with friend support, YSIs may foster the development of PYD in low-safety neighborhoods for males but not females. Limitations of the current study and implications for future research are discussed. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Anderson, Sara;McDermott, Elana R.;Elliott, Margaret C.;Donlan, Alice E.;Aasland, Katie;Zaff, Jonathan F.","","","","Educational Publishing Foundation","2018","","US","88","1","78","87","","","*Adolescent Development;  *Human Sex Differences;  *Neighborhoods;  *Organizations;  *Safety; Blacks; Counseling; Friendship; Hope; Lower Income Level; Recreation; Social Services; Test Construction; Urban Environments","27991821","2016-60700-001","Anderson, Sara: Department of Learning Sciences and Human Development, West Virginia University, P.O. Box 6122, Morgantown, WV, US, 26505, sara.anderson@mail.wvu.edu","1939-0025(Electronic);0002-9432(Print)","","https://doi.org/10.1037/ort0000220"
"Journal Article","Medicaid expansion and mental health: A Minnesota case study.","Introduction: The health status and psychosocial needs of the Medicaid expansion population have been estimated but not measured. This population includes childless adults predicted to have high rates of mental illness, especially among the homeless. Given limitations in access to mental health services, it is unclear how prepared the U.S. health care system is to care for the needs of the expansion population. Method: Using enrollment and claims data from the Minnesota Department of Human Services, this study presents prevalence rates of mental illness diagnoses and measures of unstable housing in Minnesota’s childless-adult early Medicaid expansion population. Rates are compared with prior predictions of serious psychological distress and mental illness constructed from the National Survey on Drug Use and Health (NSDUH) using χ2 and t tests. Results: Diagnoses of mental illness in Minnesota’s childless-adult early Medicaid expansion population were more than 15% higher than prevalence measures of mental illness/distress for the current Medicaid population. Diagnosis rates fell within confidence intervals of estimates of mental illness for Minnesota’s Medicaid expansion population. Almost 1 in 3 enrollees had a marker of unstable housing; of this group, half had mental illness and/or distress. Discussion: Findings support predictions of the high burden of mental illness and unstable housing among the Medicaid expansion population. Minnesota offers lessons to other regions working to care for such populations: (a) the use of flexible financing structures to build integrated care systems and (b) passage of legislation to allow data sharing among mental health, social services, and medical care. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Diaz Vickery, Katherine;Guzman-Corrales, Laura;Owen, Ross;Soderlund, Dana;Shimotsu, Scott;Clifford, Pam;Linzer, Mark","","","","Educational Publishing Foundation","2016","","US","34","1","58","63","","","*Epidemiology;  *Homeless Mentally Ill;  *Homeless;  *Medicaid;  *Mental Disorders; Distress","26963779","2016-11946-004","Diaz Vickery, Katherine: Hennepin County Medical Center, 701 Park Avenue S (S2), Minneapolis, MN, US, 55415, katherine.vickery@hcmed.org","1939-0602(Electronic);1091-7527(Print)","","https://doi.org/10.1037/fsh0000186"
"Journal Article","Predictors of longitudinal outcomes after unstable response to acute-phase cognitive therapy for major depressive disorder.","After patients with major depressive disorder (MDD) respond to acute-phase cognitive therapy (CT), continuation-phase treatments may be applied to improve long-term outcomes. We clarified which CT responders experience remission, recovery, relapse, and recurrence by testing baseline demographic, clinical, and personality variables. The sample of CT responders at higher risk of relapse (N = 241) was randomized to 8 months of continuation-phase CT, double-blinded fluoxetine, or pill placebo, and followed 24 months (Jarrett & Thase, 2010). Patients with lower positive emotionality and behavioral activation at the end of acute-phase CT showed increased risk for relapse/recurrence of MDD. In addition, patients with lower positive emotionality and behavioral activation, as well as higher residual depression (including emotional, cognitive, and social facets), showed decreased probability of remission (≥6 continuous weeks of minimal or absent symptoms) after acute-phase CT. Finally, patients with greater residual depression, as well as younger age and earlier MDD onset, showed decreased probability of recovery (≥35 continuous weeks of minimal or absent symptoms) after acute-phase CT. Moderator analyses did not reveal differential prediction across the continuation phase treatment arms. These results may help clinicians gauge the prognoses and need for continuation treatment among MDD patients who respond to acute-phase CT. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Vittengl, Jeffrey R.;Clark, Lee Anna;Thase, Michael E.;Jarrett, Robin B.","","","","Educational Publishing Foundation","2015","","US","52","2","268","277","","","*Cognitive Therapy;  *Fluoxetine;  *Major Depression; Drug Therapy; Treatment Outcomes","25985046","2015-21763-006","Vittengl, Jeffrey R.: Department of Psychology, Truman State University, Kirksville, MO, US, 63501-4221, vittengl@truman.edu","1939-1536(Electronic);0033-3204(Print)","","https://doi.org/10.1037/pst0000021"
"Journal Article","Internet-based maintenance treatment for patients with eating disorders.","The sustainability of treatment effects is a major challenge in clinical practice. As in most other mental disorders, patients with eating disorders frequently experience relapses following treatment termination. This calls for feasible maintenance strategies that can be implemented in clinical routine at reasonable cost and effort for both treatment providers and patients. This article introduces an Internet-based intervention for maintenance support of patients with bulimia nervosa (BN) and related eating disorders not otherwise specified (EDNOS). The program comprises several online components for psychoeducation, self-help, peer support, and professional counseling. In the present pilot study, 22 women had access to the program for 4 months. The intervention proved feasible and well accepted, and participants' satisfaction with the program was high. Adherence to the various program components was overall acceptable. Patterns of utilization support the assumption that patients with eating disorders have heterogeneous needs for support following treatment termination. The study confirms the potential of flexible and individually tailored Internet-based interventions for the optimization of care for these patients. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Gulec, Hayriye;Moessner, Markus;Mezei, Agnes;Kohls, Elisabeth;Túry, Ferenc;Bauer, Stephanie","","","","American Psychological Association","2011","","US","42","6","479","486","","","*Eating Disorders;  *Internet;  *Intervention;  *Online Therapy; Treatment Outcomes","","2011-28096-005","Bauer, Stephanie: Bergheimer Strasse 54, Heidelberg, Germany, DE 69115, stephanie.bauer@med.uni-heidelberg.de","1939-1323(Electronic);0735-7028(Print)","1-4338-1720-9","https://doi.org/10.1037/a0025806"
"Journal Article","A pilot study of a family cognitive adaptation training guide for individuals with schizophrenia.","Objective: There is a paucity of accessible, evidence-based tools for caregivers of individuals with schizophrenia. This study examines changes in the self-assessed and caregiver-assessed outcomes of people with schizophrenia after exposure to a cognitive adaptation training (CAT) guide that addressed pragmatic, in-home approaches to offset the cognitive impacts of the illness. Method: This study examined the 4-month, pre–post outcomes of a CAT guide, as compared with a popular, general manual, for families of individuals with schizophrenia. A total of 17 caregiver-supported individual dyads completed all measures, having been randomized to either a CAT-guide group or a support-manual group. Measures included medication adherence, adaptive functioning, quality of life, and caregiver burden. Semistructured interviews assessed use and utility questions. Results: Caregiver-assessed improvements in community functioning with medium–high effect sizes were observed in both study conditions. Self-report ratings by supported individuals did not change from baseline to 4 months and no change was observed in medication adherence or quality of life for either condition. Caregiver-burden ratings significantly declined with a large effect size, again with no difference as a function of manual type. Conclusion and Implications for Practice: These findings suggest that there is some promise in providing families with evidence-based information in manual form. Further research informed by this study’s findings should include assessments of whether and how environmental cognitive supports can be of specific benefit to families affected by schizophrenia. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Kidd, Sean A.;Kerman, Nick;Ernest, Debbie;Maples, Natalie;Arthur, Cicely;de Souza, Sara;Kath, Jennifer;Herman, Yarissa;Virdee, Gursharan;Collins, April;Velligan, Dawn","","","","Educational Publishing Foundation","2018","","US","41","2","109","117","","","*Adaptation;  *Cognitive Ability;  *Schizophrenia;  *Brain Training; Caregivers; Treatment Outcomes","27547853","2016-40660-001","Kidd, Sean A.: Department of Psychiatry, University of Toronto, 1001 Queen Street West, Unit 2-1, 161, Toronto, ON, Canada, M6J 1H1C, sean_kidd@camh.net","1559-3126(Electronic);1095-158X(Print)","","https://doi.org/10.1037/prj0000204"
"Journal Article","Change in patients’ interpersonal impacts as a mediator of the alliance-outcome association in treatment for chronic depression.","Objective: Theories posit that chronically depressed individuals have hostile and submissive interpersonal styles that undermine their interpersonal effectiveness and contribute to the cause and maintenance of their depression. Recent findings support this theory and demonstrate that chronically depressed patients’ interpersonal impacts on their therapist become more adaptive (i.e., less hostile and submissive, and more friendly and assertive) during a targeted chronic depression treatment: cognitive–behavioral analysis system of psychotherapy (CBASP). In this study, the authors examined whether such changes in interpersonal impacts (as rated by clinicians’ experiences of interacting with their patients) mediated the association between early patient-rated alliance quality and final session depression. Method: Data derived from a large trial for chronic depression that compared the efficacy of CBASP, nefazodone, and their combination. The current subsample (N = 220) included patients in the CBASP and combined conditions who completed at least 1 depression assessment and the alliance measure, and whose therapists completed at least 1 interpersonal impacts assessment. Mediation models were fit using a bootstrapping procedure for assessing indirect effects. Results: As hypothesized, results supported a mediating effect; higher early alliance predicted decreases in patient hostile-submissiveness during therapy, which in turn related to lower final session depression (indirect effect B = −.02, 95% confidence interval: −.07, −.001). This indirect effect accounted for 13% of the total effect of alliance on depression. There was no moderating effect of treatment condition on the indirect effect. Conclusions: Results further support CBASP change theory and suggest a candidate mechanism of the alliance’s effect on outcome. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Constantino, Michael J.;Laws, Holly B.;Coyne, Alice E.;Greenberg, Roger P.;Klein, Daniel N.;Manber, Rachel;Rothbaum, Barbara O.;Arnow, Bruce A.","","","","American Psychological Association","2016","","US","84","12","1135","1144","","","*Major Depression;  *Nefazodone;  *Psychotherapy;  *Therapeutic Alliance;  *Treatment Outcomes; Behavior Analysis; Chronic Mental Illness; Drug Therapy; Interpersonal Interaction; Messages","27748609","2016-49575-001","Constantino, Michael J.: Department of Psychological and Brain Sciences, University of Massachusetts, 612 Tobin Hall, Amherst, MA, US, 01003-9271, mconstantino@psych.umass.edu","1939-2117(Electronic);0022-006X(Print)","","https://doi.org/10.1037/ccp0000149"
